"state","hh","tl","tp","tl_avg","tlp"
"al","hh1",0.0693902230788713,0.142127264282397,-0.0808616236123017,0.211517487361268
"ak","hh1",0.0396209626111801,0.142127264282397,-0.0777659172323276,0.181748226893577
"az","hh1",-0.0162977129948863,0.142127264282397,-0.129086474169076,0.12582955128751
"ar","hh1",0.0120929655280356,0.142127264282397,-0.130380054358874,0.154220229810432
"ca","hh1",0.0258599750964009,0.142127264282397,-0.140542276402949,0.167987239378798
"co","hh1",0.0312662755458762,0.142127264282397,-0.127822223356614,0.173393539828273
"ct","hh1",-0.0250738726049301,0.142127264282397,-0.160936095612298,0.117053391677467
"de","hh1",0.0125209784059591,0.142127264282397,-0.148573704385813,0.154648242688356
"dc","hh1",0.0760383035625638,0.142127264282397,-0.152015079649895,0.21816556784496
"fl","hh1",0.017351529347819,0.142127264282397,-0.119572241803784,0.159478793630216
"ga","hh1",-0.012829116827617,0.142127264282397,-0.115026284603809,0.12929814745478
"hi","hh1",0.110551501056596,0.142127264282397,-0.095394816642149,0.252678765338993
"id","hh1",0.00925943069229083,0.142127264282397,-0.108765137771647,0.151386694974687
"il","hh1",0.0239490990096169,0.142127264282397,-0.129113858447995,0.166076363292014
"in","hh1",0.0457554823214006,0.142127264282397,-0.0651048972239388,0.187882746603797
"ia","hh1",0.0293685384592542,0.142127264282397,-0.15177447922228,0.171495802741651
"ks","hh1",-0.0249184837397549,0.142127264282397,-0.218635064208173,0.117208780542642
"ky","hh1",0.0310625415883757,0.142127264282397,-0.100389936644012,0.173189805870772
"la","hh1",0.0274482971938771,0.142127264282397,-0.138991837840103,0.169575561476274
"me","hh1",0.0495144501914701,0.142127264282397,-0.0956580082782971,0.191641714473867
"md","hh1",0.0560739856405312,0.142127264282397,-0.175200724050401,0.198201249922928
"ma","hh1",0.035367137408912,0.142127264282397,-0.101693754211304,0.177494401691309
"mi","hh1",0.0557031495227493,0.142127264282397,-0.110172607144953,0.197830413805146
"mn","hh1",0.117324242851638,0.142127264282397,-0.198848950170353,0.259451507134034
"ms","hh1",-0.00256890382235994,0.142127264282397,-0.134673063461686,0.139558360460037
"mo","hh1",0.00684593156067502,0.142127264282397,-0.134134336957684,0.148973195843072
"mt","hh1",0.0136320921419675,0.142127264282397,-0.100845440597788,0.155759356424364
"ne","hh1",0.00514580147611346,0.142127264282397,-0.0956014253963268,0.14727306575851
"nv","hh1",0.0672155480624831,0.142127264282397,-0.0746530413174898,0.20934281234488
"nh","hh1",-0.0544020296230856,0.142127264282397,-0.19374186733576,0.0877252346593111
"nj","hh1",0.0209057664135045,0.142127264282397,-0.141543840317107,0.163033030695901
"nm","hh1",-0.00820729007056018,0.142127264282397,-0.153247243697768,0.133919974211836
"ny","hh1",0.0509936284198605,0.142127264282397,-0.144511078162797,0.193120892702257
"nc","hh1",0.0406535417233821,0.142127264282397,-0.13132447937908,0.182780806005779
"nd","hh1",-0.0113838834526678,0.142127264282397,-0.102173426454893,0.130743380829729
"oh","hh1",0.0121373162168837,0.142127264282397,-0.110654101882313,0.15426458049928
"ok","hh1",0.0347058182115061,0.142127264282397,-0.154875775730429,0.176833082493903
"or","hh1",0.100829399695129,0.142127264282397,-0.0573296783999157,0.242956663977526
"pa","hh1",0.00596594084551787,0.142127264282397,-0.152700828288871,0.148093205127915
"ri","hh1",-0.0207660987612185,0.142127264282397,-0.139378292778947,0.121361165521178
"sc","hh1",0.0391915056349288,0.142127264282397,-0.091436021728824,0.181318769917325
"sd","hh1",0.0677411420080834,0.142127264282397,-0.0599623224106977,0.20986840629048
"tn","hh1",0.0139451645484603,0.142127264282397,-0.105215329566903,0.156072428830857
"tx","hh1",-0.0300802519203167,0.142127264282397,-0.161573083633316,0.11204701236208
"ut","hh1",-0.013109839514302,0.142127264282397,-0.140270548933715,0.129017424768095
"vt","hh1",0.0263061515304672,0.142127264282397,-0.0857229742142978,0.168433415812864
"va","hh1",0.0587805548215082,0.142127264282397,-0.100913787875717,0.200907819103905
"wa","hh1",-0.00278907450723339,0.142127264282397,-0.125348857444647,0.139338189775163
"wv","hh1",0.018803416839426,0.142127264282397,-0.113855668181595,0.160930681121823
"wi","hh1",0.00625893340309058,0.142127264282397,-0.179449564081573,0.148386197685487
"wy","hh1",0.0141293062457517,0.142127264282397,-0.0712792802740411,0.156256570528148
"al","hh2",0.176472984778229,0.142127264282397,0.0176945506396984,0.318600249060626
"ak","hh2",0.13807865602212,0.142127264282397,-0.00446805844675559,0.280205920304517
"az","hh2",0.173939054772568,0.142127264282397,-0.0138647695016814,0.316066319054965
"ar","hh2",0.188939448269693,0.142127264282397,0.0211297363549432,0.331066712552089
"ca","hh2",0.163914757014972,0.142127264282397,-0.0217657351174663,0.306042021297369
"co","hh2",0.199543024072594,0.142127264282397,0.0250993393495889,0.341670288354991
"ct","hh2",0.19218698453303,0.142127264282397,-0.018116235300888,0.334314248815426
"de","hh2",0.196864428708307,0.142127264282397,0.0213355965117118,0.338991692990704
"dc","hh2",0.231413606674693,0.142127264282397,0.0195589502312144,0.373540870957089
"fl","hh2",0.147698295385439,0.142127264282397,0.00276232364170467,0.289825559667836
"ga","hh2",0.18704094218407,0.142127264282397,0.00382201661811963,0.329168206466466
"hi","hh2",0.206736551620457,0.142127264282397,0.00628035005650536,0.348863815902853
"id","hh2",0.192511058480663,0.142127264282397,-0.0200750424974501,0.33463832276306
"il","hh2",0.184129639300342,0.142127264282397,0.0284090446062651,0.326256903582738
"in","hh2",0.188139614572669,0.142127264282397,0.0189308697282997,0.330266878855065
"ia","hh2",0.186488935758611,0.142127264282397,0.0137498064649278,0.328616200041008
"ks","hh2",0.208115926955006,0.142127264282397,0.0105875305201453,0.350243191237402
"ky","hh2",0.200606940335218,0.142127264282397,0.0271025868166468,0.342734204617615
"la","hh2",0.171312073944093,0.142127264282397,0.0156507364649666,0.31343933822649
"me","hh2",0.194068952183852,0.142127264282397,0.0235768961858877,0.336196216466248
"md","hh2",0.201312422631947,0.142127264282397,-0.00143749322122947,0.343439686914343
"ma","hh2",0.22622223574467,0.142127264282397,0.00303816155119145,0.368349500027067
"mi","hh2",0.196265189213456,0.142127264282397,0.0203597125122283,0.338392453495852
"mn","hh2",0.229858262948864,0.142127264282397,0.00286077182818098,0.371985527231261
"ms","hh2",0.183330400648608,0.142127264282397,-0.000604506537987055,0.325457664931004
"mo","hh2",0.178773853743287,0.142127264282397,0.00590228605068437,0.320901118025684
"mt","hh2",0.191320462160613,0.142127264282397,0.0180756777178224,0.33344772644301
"ne","hh2",0.208562797596739,0.142127264282397,0.0142361086337451,0.350690061879136
"nv","hh2",0.152671578477168,0.142127264282397,-0.00653602535492554,0.294798842759565
"nh","hh2",0.145310952357531,0.142127264282397,0.0023975516736552,0.287438216639928
"nj","hh2",0.181195182380653,0.142127264282397,-0.00623933251778406,0.32332244666305
"nm","hh2",0.180850318353486,0.142127264282397,-0.0197027974779259,0.322977582635882
"ny","hh2",0.212466981467744,0.142127264282397,-0.00776897337608646,0.354594245750141
"nc","hh2",0.189565399994232,0.142127264282397,0.0286328158138309,0.331692664276628
"nd","hh2",0.154954751394884,0.142127264282397,0.03283544649101,0.297082015677281
"oh","hh2",0.171474311011432,0.142127264282397,0.00530457432326737,0.313601575293829
"ok","hh2",0.184966849866402,0.142127264282397,-0.00240280079256783,0.327094114148799
"or","hh2",0.219562067972053,0.142127264282397,0.0117863261479505,0.36168933225445
"pa","hh2",0.171596991198972,0.142127264282397,0.0145238576074586,0.313724255481369
"ri","hh2",0.188951026887216,0.142127264282397,0.00475787593400989,0.331078291169613
"sc","hh2",0.195771951564191,0.142127264282397,0.00516200883730803,0.337899215846588
"sd","hh2",0.146867911645655,0.142127264282397,0.00277009574682054,0.288995175928052
"tn","hh2",0.139406821834251,0.142127264282397,-0.0148555943043363,0.281534086116648
"tx","hh2",0.145781403545051,0.142127264282397,-0.0119242490933534,0.287908667827448
"ut","hh2",0.181952581095623,0.142127264282397,-0.0262687209023571,0.324079845378019
"vt","hh2",0.16594194327783,0.142127264282397,0.0312747380596586,0.308069207560227
"va","hh2",0.207101315644587,0.142127264282397,0.0144221594867976,0.349228579926983
"wa","hh2",0.144220418987161,0.142127264282397,-0.00394067695535111,0.286347683269558
"wv","hh2",0.192802366136706,0.142127264282397,0.0130088336700098,0.334929630419103
"wi","hh2",0.212558009113786,0.142127264282397,0.0189804167351984,0.354685273396183
"wy","hh2",0.142788701564933,0.142127264282397,0.00392953368438175,0.284915965847329
"al","hh3",0.198908656483238,0.142127264282397,0.0688534999983646,0.341035920765635
"ak","hh3",0.17035841149981,0.142127264282397,0.0473811457421355,0.312485675782207
"az","hh3",0.189282115883697,0.142127264282397,0.0665451392191579,0.331409380166094
"ar","hh3",0.205610728947172,0.142127264282397,0.0619260385665964,0.347737993229569
"ca","hh3",0.18540338326542,0.142127264282397,0.048286647424581,0.327530647547817
"co","hh3",0.223798162079008,0.142127264282397,0.07183898967012,0.365925426361405
"ct","hh3",0.214869739255828,0.142127264282397,0.067336480847941,0.356997003538224
"de","hh3",0.206503470289501,0.142127264282397,0.0775931042002956,0.348630734571897
"dc","hh3",0.244091238187488,0.142127264282397,0.102488035599657,0.386218502469885
"fl","hh3",0.162293858576256,0.142127264282397,0.0456028425812804,0.304421122858652
"ga","hh3",0.212276283019984,0.142127264282397,0.0756423124962826,0.354403547302381
"hi","hh3",0.209191619347861,0.142127264282397,0.0668603061814755,0.351318883630257
"id","hh3",0.215332167016175,0.142127264282397,0.0491902283690076,0.357459431298571
"il","hh3",0.20211654595123,0.142127264282397,0.0742748248016464,0.344243810233626
"in","hh3",0.197030622276392,0.142127264282397,0.0665697427563222,0.339157886558789
"ia","hh3",0.212335426480146,0.142127264282397,0.0736482853240234,0.354462690762543
"ks","hh3",0.196393568666572,0.142127264282397,0.0612061154429268,0.338520832948969
"ky","hh3",0.205362912822135,0.142127264282397,0.0713320069381772,0.347490177104532
"la","hh3",0.19576731359726,0.142127264282397,0.071526646278895,0.337894577879657
"me","hh3",0.210562987891429,0.142127264282397,0.0678788846248537,0.352690252173826
"md","hh3",0.216144329070958,0.142127264282397,0.0718356027029755,0.358271593353354
"ma","hh3",0.220846395729482,0.142127264282397,0.08373274770459,0.362973660011879
"mi","hh3",0.211953988013751,0.142127264282397,0.0685796993704314,0.354081252296147
"mn","hh3",0.22820457699114,0.142127264282397,0.0692754083273044,0.370331841273537
"ms","hh3",0.203046835097829,0.142127264282397,0.0657736184430336,0.345174099380226
"mo","hh3",0.20777771983923,0.142127264282397,0.0692353034035842,0.349904984121626
"mt","hh3",0.208021822821257,0.142127264282397,0.0662596707033019,0.350149087103653
"ne","hh3",0.211915853496091,0.142127264282397,0.0622377716740138,0.354043117778487
"nv","hh3",0.165380118970926,0.142127264282397,0.0430653108122299,0.307507383253323
"nh","hh3",0.165529794103868,0.142127264282397,0.0472405996798898,0.307657058386265
"nj","hh3",0.2038218377411,0.142127264282397,0.0697769313369632,0.345949102023496
"nm","hh3",0.205347954981431,0.142127264282397,0.0608001452400351,0.347475219263828
"ny","hh3",0.222498499320395,0.142127264282397,0.0750383972269908,0.364625763602792
"nc","hh3",0.199901597918249,0.142127264282397,0.0773952763830055,0.342028862200646
"nd","hh3",0.175889060364928,0.142127264282397,0.0503862914019353,0.318016324647325
"oh","hh3",0.195304817092154,0.142127264282397,0.061834626037784,0.337432081374551
"ok","hh3",0.210620956187131,0.142127264282397,0.065762504848995,0.352748220469527
"or","hh3",0.226311377226981,0.142127264282397,0.073507105422726,0.368438641509378
"pa","hh3",0.189804342017685,0.142127264282397,0.0671093833837084,0.331931606300081
"ri","hh3",0.203139511594888,0.142127264282397,0.0754865833277247,0.345266775877285
"sc","hh3",0.217686505215117,0.142127264282397,0.0768441418942598,0.359813769497513
"sd","hh3",0.159944717846774,0.142127264282397,0.0393303628031004,0.302071982129171
"tn","hh3",0.162275845831209,0.142127264282397,0.0438601867738363,0.304403110113606
"tx","hh3",0.165977697002807,0.142127264282397,0.0434789857856129,0.308104961285203
"ut","hh3",0.211028614041283,0.142127264282397,0.0614851709481233,0.35315587832368
"vt","hh3",0.204057283843865,0.142127264282397,0.0669640739327546,0.346184548126262
"va","hh3",0.215012709426055,0.142127264282397,0.0708230824316212,0.357139973708452
"wa","hh3",0.159823520354675,0.142127264282397,0.0480991413169965,0.301950784637072
"wv","hh3",0.203124354705785,0.142127264282397,0.0712827141222885,0.345251618988181
"wi","hh3",0.224650626439207,0.142127264282397,0.0744411518080207,0.366777890721603
"wy","hh3",0.167971157369727,0.142127264282397,0.0427594092424609,0.310098421652124
"al","hh4",0.200581136992397,0.142127264282397,0.0937667183054155,0.342708401274794
"ak","hh4",0.17756072826392,0.142127264282397,0.0797620317079631,0.319687992546317
"az","hh4",0.206488743855563,0.142127264282397,0.0910049913149932,0.34861600813796
"ar","hh4",0.220942445459589,0.142127264282397,0.096982674942301,0.363069709741986
"ca","hh4",0.22407133324315,0.142010507545604,0.0860059756546916,0.366081840788754
"co","hh4",0.20839996556359,0.142127264282397,0.0961108023662335,0.350527229845987
"ct","hh4",0.219806766870332,0.142127264282397,0.100135364053648,0.361934031152728
"de","hh4",0.226299721043096,0.142127264282397,0.0936129602510169,0.368426985325493
"dc","hh4",0.26625779009452,0.142127264282397,0.137308646332232,0.408385054376917
"fl","hh4",0.17275564999943,0.142127264282397,0.0681757172072429,0.314882914281827
"ga","hh4",0.217137105189331,0.142127264282397,0.101365521591741,0.359264369471727
"hi","hh4",0.228593780897205,0.142127264282397,0.101397682295638,0.370721045179601
"id","hh4",0.225155820486805,0.142127264282397,0.0957792619206326,0.367283084769202
"il","hh4",0.207984468309816,0.142127264282397,0.0976481205578824,0.350111732592212
"in","hh4",0.192691126630687,0.142127264282397,0.0897577618961794,0.334818390913084
"ia","hh4",0.221687309573936,0.142127264282397,0.102008347252304,0.363814573856332
"ks","hh4",0.203806620203381,0.142127264282397,0.0877883597944818,0.345933884485778
"ky","hh4",0.214703042372021,0.142127264282397,0.104675424284517,0.356830306654418
"la","hh4",0.203089722072476,0.142127264282397,0.092411603957728,0.345216986354872
"me","hh4",0.213820963053928,0.142127264282397,0.0879668716138794,0.355948227336324
"md","hh4",0.222535568419718,0.142127264282397,0.100413623846691,0.364662832702114
"ma","hh4",0.222051650866602,0.142127264282397,0.105718192610222,0.364178915148998
"mi","hh4",0.21165201985549,0.142127264282397,0.0943203619644972,0.353779284137886
"mn","hh4",0.236353075713104,0.142127264282397,0.100834960477035,0.378480339995501
"ms","hh4",0.208306396699556,0.142127264282397,0.0931986425287345,0.350433660981953
"mo","hh4",0.209459976981271,0.142127264282397,0.0912334284751914,0.351587241263667
"mt","hh4",0.221397557740788,0.142127264282397,0.10291940248899,0.363524822023185
"ne","hh4",0.220135439432783,0.142127264282397,0.0908153027825282,0.36226270371518
"nv","hh4",0.17094461464873,0.142127264282397,0.064884928759105,0.313071878931126
"nh","hh4",0.175367012038037,0.142127264282397,0.0754221695794567,0.317494276320434
"nj","hh4",0.20828097306159,0.142127264282397,0.0867148678264397,0.350408237343987
"nm","hh4",0.206660623755147,0.142127264282397,0.0897595828220479,0.348787888037544
"ny","hh4",0.231799673659867,0.141699618294189,0.107572766957211,0.373499291954056
"nc","hh4",0.215096882687818,0.142127264282397,0.105997948100788,0.357224146970214
"nd","hh4",0.184819130369292,0.142127264282397,0.0775255995727683,0.326946394651689
"oh","hh4",0.200803416653633,0.142127264282397,0.0890208303916993,0.34293068093603
"ok","hh4",0.208175320137265,0.142127264282397,0.0938417002595048,0.350302584419662
"or","hh4",0.232942409041398,0.142127264282397,0.11534107292717,0.375069673323794
"pa","hh4",0.198852430314272,0.142127264282397,0.0957672891619071,0.340979694596668
"ri","hh4",0.206496684710093,0.142127264282397,0.0904955650764941,0.34862394899249
"sc","hh4",0.221054943295525,0.142127264282397,0.100464722948998,0.363182207577921
"sd","hh4",0.161717030430433,0.142127264282397,0.0642920228198848,0.303844294712829
"tn","hh4",0.164307222368292,0.142127264282397,0.0707992050443632,0.306434486650688
"tx","hh4",0.168551499991542,0.142127264282397,0.0670782520297313,0.310678764273938
"ut","hh4",0.215280312749785,0.142127264282397,0.0966365557728693,0.357407577032182
"vt","hh4",0.220104311555917,0.142127264282397,0.0950531944333518,0.362231575838313
"va","hh4",0.220125866352421,0.142127264282397,0.103594969335318,0.362253130634817
"wa","hh4",0.182481274650594,0.141179012024663,0.0793856621815864,0.323660286675257
"wv","hh4",0.21972068134245,0.142127264282397,0.102654198492758,0.361847945624847
"wi","hh4",0.22276743521196,0.142127264282397,0.0998412278410432,0.364894699494356
"wy","hh4",0.171133880766401,0.142127264282397,0.0750363671752657,0.313261145048798
"al","hh5",0.302553832579334,0.0837614663930927,0.181009586944386,0.386315298972427
"ak","hh5",0.269943600510319,0.100844629359836,0.142489030788105,0.370788229870155
"az","hh5",0.316482737421151,0.0789714334871344,0.185133970137051,0.395454170908285
"ar","hh5",0.346229456243653,0.0757521412726078,0.21951908945441,0.421981597516261
"ca","hh5",0.353697445090831,0.0784974255104275,0.204492446348906,0.432194870601259
"co","hh5",0.31002458700253,0.0807854878406899,0.188674451914226,0.39081007484322
"ct","hh5",0.327235975113624,0.0865389278705518,0.193961259269436,0.413774902984176
"de","hh5",0.311252968281185,0.0938060357354104,0.1749678986594,0.405059004016595
"dc","hh5",0.361680763560408,0.0721099791640658,0.22851971972116,0.433790742724473
"fl","hh5",0.275466701067691,0.0831958159064885,0.153754365889256,0.35866251697418
"ga","hh5",0.324211469964415,0.0786329176122924,0.201635920544752,0.402844387576708
"hi","hh5",0.319365405390497,0.0940468411516642,0.170195381775092,0.413412246542161
"id","hh5",0.331044198984984,0.0872744272662228,0.198400310691407,0.418318626251207
"il","hh5",0.307554889490308,0.0829617892243155,0.182439579896797,0.390516678714623
"in","hh5",0.310138634559759,0.0826851435856586,0.192397749694311,0.392823778145418
"ia","hh5",0.320873026751196,0.0831768509529842,0.190224196711813,0.404049877704181
"ks","hh5",0.304937118774247,0.0899928921438199,0.181136923394165,0.394930010918067
"ky","hh5",0.313011138391591,0.0893965729266577,0.176640968079156,0.402407711318249
"la","hh5",0.308330699674175,0.0866071534114304,0.168638714307534,0.394937853085605
"me","hh5",0.330263359330444,0.0862574588397044,0.200646384929975,0.416520818170149
"md","hh5",0.323461034822477,0.0835667218809644,0.1942426245802,0.407027756703442
"ma","hh5",0.309783008813286,0.0884192866714211,0.181876744594054,0.398202295484707
"mi","hh5",0.29704371354256,0.0907096391705069,0.170584782596306,0.387753352713067
"mn","hh5",0.335318664097786,0.0899631374762756,0.190964713690418,0.425281801574062
"ms","hh5",0.302478979915263,0.0905881254827216,0.167325272465754,0.393067105397985
"mo","hh5",0.320436242251434,0.0875726254346116,0.190479555567022,0.408008867686045
"mt","hh5",0.309556825344097,0.0938187938985679,0.17223093321218,0.403375619242665
"ne","hh5",0.313189802480392,0.0981749592590706,0.174472296645449,0.411364761739462
"nv","hh5",0.265242963006111,0.0907546632983259,0.14406138909718,0.355997626304437
"nh","hh5",0.262859981495646,0.0990916855841225,0.132557020363246,0.361951667079769
"nj","hh5",0.328468504490185,0.0844630462524766,0.189453629601185,0.412931550742661
"nm","hh5",0.340953561705765,0.0716919357048433,0.233501196490155,0.412645497410609
"ny","hh5",0.344497940834242,0.0770852781824368,0.21165747043949,0.421583219016679
"nc","hh5",0.325896210583591,0.081598953874941,0.203157879198383,0.407495164458532
"nd","hh5",0.289267675919582,0.090710470823056,0.163150468021125,0.379978146742638
"oh","hh5",0.3070479467681,0.0918258515491825,0.178460021943653,0.398873798317282
"ok","hh5",0.32141855768918,0.0804146862948519,0.195405556643379,0.401833243984031
"or","hh5",0.359033946837696,0.0805764639785607,0.220167373434824,0.439610410816257
"pa","hh5",0.295109287152271,0.0907860914724481,0.169684655319476,0.385895378624719
"ri","hh5",0.305235786005015,0.0951281167093078,0.173348914511382,0.400363902714323
"sc","hh5",0.353644488130234,0.0670435551614048,0.243345163073284,0.420688043291639
"sd","hh5",0.278092187199196,0.0974817617529203,0.151852005808513,0.375573948952116
"tn","hh5",0.277180492332563,0.0840985799573779,0.160594119549428,0.36127907228994
"tx","hh5",0.279056761768981,0.081115435266554,0.153494708914908,0.360172197035535
"ut","hh5",0.326819714877548,0.0770227613350871,0.161891954632559,0.403842476212635
"vt","hh5",0.333872893078047,0.0920013084570152,0.197227014345696,0.425874201535062
"va","hh5",0.327157345119652,0.0808740580261073,0.195786918401422,0.408031403145759
"wa","hh5",0.283450107117222,0.0775087386514718,0.159416498895945,0.360958845768694
"wv","hh5",0.310679229332609,0.0921096418556487,0.184858391546764,0.402788871188258
"wi","hh5",0.322284865254347,0.0913941424534124,0.191130047436754,0.413679007707759
"wy","hh5",0.26031892254889,0.0932964068111683,0.133115955735513,0.353615329360059
